Geo_Code,Region,Province,Province - Postal,Latitude,Longitude,English and French, English only,French only,Neither English nor French,Average number of children at home per census family,Average number of persons in private households,Average number of persons per census family,Census-family households,Number of census family persons,Population in 2011,Total Private dwellings occupied by usual residents,Total children in census families in private households,Total couple families by family structure and number of children,Total number of census families in private households: note 7,Total number of census families in private households: note 8,Total number of persons aged 65 years and over in private households,Total number of persons in private households,Total private dwellings
N3B,Elmira,Ontario,ON,43.6001,-80.5497,440,11065,0,155,1.2,2.8,3.1,3230,10345,11881,4169,4080,2975,3295,3295,1530,11575,4210
N3C,Cambridge Northeast,Ontario,ON,43.4389,-80.2649,1435,24715,10,185,1.2,2.9,3.1,7415,23825,26517,9010,9445,6690,7690,7695,2125,26175,9152
N3E,Cambridge Northwest,Ontario,ON,43.4193,-80.3505,35,275,0,5,1.3,3.2,3.2,90,300,317,97,115,90,95,95,35,315,99
N3H,Cambridge West,Ontario,ON,43.4267,-80.3699,1000,19910,5,155,1,2.4,2.8,5920,17215,21425,8729,6235,4900,6080,6085,3195,20870,9066
N3L,Paris,Ontario,ON,43.2,-80.3833,585,13285,0,10,1.1,2.6,2.9,4110,12310,14109,5330,4470,3635,4205,4205,2070,13860,5492
N3P,Brantford Northeast,Ontario,ON,43.1818,-80.2367,435,8345,0,95,1.2,2.8,3,2535,7970,8885,3156,3230,2115,2625,2625,835,8870,3192
N3R,Brantford Central,Ontario,ON,43.1692,-80.2684,1460,32245,10,175,1,2.4,2.8,9845,28755,34290,13884,10365,8300,10090,10085,6525,33870,14209
N3S,Brantford Southeast,Ontario,ON,43.1394,-80.2357,940,23360,5,120,1.1,2.3,2.8,6795,19545,24713,10404,7430,5155,6960,6960,3065,24300,11138
N3T,Brantford Southwest,Ontario,ON,43.1355,-80.2467,1565,28630,15,130,1.1,2.5,3,8325,25365,30881,11902,9730,7110,8525,8525,3615,30000,12764
N3V,Brantford Northwest,Ontario,ON,43.1734,-80.298,80,1540,0,5,1.2,2.9,3.1,485,1505,1617,550,595,415,500,495,155,1620,554
N3W,Caledonia,Ontario,ON,43.0668,-79.9329,525,13140,0,20,1.2,2.9,3.1,3945,12535,13717,4794,4910,3570,4050,4050,1505,13680,4886
N3Y,Simcoe,Ontario,ON,42.8334,-80.2997,750,20640,5,125,0.9,2.3,2.8,6375,17935,22080,9083,5980,5465,6490,6490,4255,21245,9611
N4B,Delhi,Ontario,ON,42.8501,-80.4997,225,7395,0,60,1,2.4,2.8,2260,6500,7803,3168,2250,1960,2290,2290,1395,7600,3294
N4G,Tillsonburg,Ontario,ON,42.8599,-80.7262,560,18025,5,90,0.9,2.3,2.8,5510,15485,18826,8065,5100,4800,5585,5580,4120,18560,8365
N4K,Owen Sound,Ontario,ON,44.5672,-80.9435,1660,26235,10,30,0.9,2.2,2.8,8160,22730,28778,12358,7525,6935,8260,8260,5300,27725,13034
N4L,Meaford,Ontario,ON,44.6001,-80.583,465,7345,0,5,0.8,2.3,2.6,2475,6590,8008,3421,1930,2155,2500,2500,1930,7735,4011
N4N,Hanover,Ontario,ON,44.1501,-81.033,425,9085,0,10,0.9,2.3,2.8,2785,7860,9751,4030,2560,2465,2835,2835,1840,9355,4342
N4S,Woodstock Central,Ontario,ON,43.1432,-80.7338,1495,29905,15,90,1,2.3,2.8,9010,25865,31793,13307,9120,7590,9150,9150,4970,31205,13903
N4T,Woodstock North,Ontario,ON,43.1485,-80.7319,485,8275,10,35,1.1,2.6,2.9,2630,7780,8828,3425,2845,2275,2660,2660,1305,8800,3609
N4V,Woodstock South,Ontario,ON,43.115,-80.743,160,2130,0,5,1,2.5,2.8,685,1985,2444,891,720,570,695,695,265,2240,935
N4W,Listowel,Ontario,ON,43.7334,-80.9497,225,10025,5,140,1.2,2.6,3.1,2895,9005,10515,3941,3470,2610,2920,2920,1615,10340,4132
N4X,St. Mary's,Ontario,ON,43.2655,-81.1687,295,8970,0,15,1.1,2.5,3,2665,8020,9363,3642,2925,2410,2690,2685,1495,9195,3825
N4Z,Stratford South,Ontario,ON,43.3679,-80.9802,125,2245,0,10,1.2,2.7,3,705,2150,2427,888,850,580,715,715,260,2380,891
N5A,Stratford North,Ontario,ON,43.3668,-80.9497,1685,28710,10,65,1,2.2,2.8,8540,24215,30875,13318,8300,7270,8645,8650,5075,29880,13881
N5C,Ingersoll,Ontario,ON,43.0334,-80.883,540,13520,5,25,1.1,2.5,2.9,4155,12340,14211,5514,4550,3565,4220,4220,1895,14030,5764
N5H,Aylmer,Ontario,ON,42.7668,-80.983,325,13825,10,450,1.4,2.9,3.3,3945,13135,14820,5065,5550,3570,4010,4010,1945,14580,5334
N5L,Port Stanley,Ontario,ON,42.6668,-81.2164,185,2725,0,0,0.7,2.2,2.6,940,2455,2967,1323,655,845,955,960,575,2905,1646
N5P,St. Thomas North,Ontario,ON,42.7779,-81.1769,790,18205,5,55,1,2.5,2.9,5525,16190,19461,7696,5805,4770,5620,5615,2500,18985,8142
N5R,St. Thomas South,Ontario,ON,42.7597,-81.1762,1230,25225,5,60,1,2.4,2.8,7775,22485,26971,10958,8035,6540,7910,7915,4395,26395,11282
N5V,London (YXU / North and East Argyle / East Huron Heights),Ontario,ON,43.0233,-81.1643,1605,29335,40,400,1.2,2.6,2.9,8685,26275,31509,12054,10585,6760,8930,8930,3375,31230,12930
N5W,London East (SW Argyle / Hamilton Road),Ontario,ON,42.9856,-81.1821,1150,21485,5,160,0.9,2.2,2.7,6325,17445,22862,10391,5970,5020,6455,6455,3440,22725,11258
N5X,London (Fanshawe / Stoneybrook / Stoney Creek / Uplands / East Masonville),Ontario,ON,43.0443,-81.2391,2270,26570,20,360,1.1,2.7,3,8370,25750,29442,11007,9680,7535,8540,8540,4225,29205,11541
N5Y,London (West Huron Heights / Carling),Ontario,ON,43.0123,-81.2307,2135,29555,20,585,1.1,2.2,2.8,8405,24130,32401,14323,9080,6475,8580,8575,3805,32220,16107
N5Z,London (Glen Cairn),Ontario,ON,42.966,-81.2053,1205,21960,15,410,1.1,2.3,2.8,6505,18835,23660,10164,7275,4905,6655,6655,2820,23570,10945
N6A,London North (UWO),Ontario,ON,42.9976,-81.2563,1320,8120,5,45,0.7,1.7,2.6,1930,5000,10050,5520,1350,1705,1940,1945,1495,9440,8573
N6B,London Central,Ontario,ON,42.9835,-81.2386,930,8705,5,105,0.6,1.6,2.4,1885,4570,10044,6059,1195,1470,1905,1900,1090,9620,7188
N6C,London South (East Highland / North White Oaks / North Westminster),Ontario,ON,42.9582,-81.238,2340,27960,20,210,1,2.2,2.8,8215,23225,31085,14071,8160,6735,8330,8330,3935,30340,14884
N6E,London (South White Oaks / Central Westminster / East Longwoods / West Brockley),Ontario,ON,42.9185,-81.2244,1455,25495,10,645,1.3,2.7,3.1,7630,24010,27909,10028,10065,6105,7840,7840,2770,27430,10366
N6G,London (Sunningdale / West Masonville / Medway / NE Hyde Park / East Fox Hollow),Ontario,ON,43.0147,-81.3049,3360,31540,25,415,1.2,2.7,3.1,9695,30285,35533,12982,12020,8390,9870,9875,4015,35045,14835
N6H,London West (Central Hyde Park / Oakridge),Ontario,ON,42.9915,-81.3402,3105,34075,30,545,1,2.2,2.8,9965,28550,38452,17320,9835,8620,10095,10095,7110,37630,18645
N6J,London (Southcrest / East Westmount / West Highland),Ontario,ON,42.9546,-81.2735,1995,24575,20,295,1,2.2,2.8,7405,20915,27029,12381,7415,5965,7540,7535,4920,26840,12988
N6K,London (Riverbend / Woodhull / North Sharon Creek / Byron / West Westmount),Ontario,ON,42.9536,-81.3418,2645,29915,15,290,1.1,2.5,2.9,9640,28650,33237,12980,10365,8515,9765,9770,5570,32760,13422
N6L,London (East Tempo),Ontario,ON,42.8719,-81.2472,90,1085,0,35,1.4,3.3,3.3,320,1125,1404,366,470,310,340,345,90,1195,395
N6M,London (Jackson / Old Victoria / Bradley / North Highbury),Ontario,ON,42.9632,-81.1392,390,4820,10,90,1.3,3,3.2,1505,4890,5314,1800,1950,1390,1550,1545,495,5315,1839
N6N,London (South Highbury / Glanworth / East Brockley / SE Westminster),Ontario,ON,42.8997,-81.1592,20,710,0,5,1,2.6,2.8,215,625,731,285,210,195,225,225,125,725,301
N6P,London (Talbot / Lambeth / West Tempo / South Sharon Creek),Ontario,ON,42.8909,-81.3236,445,6635,0,25,1.1,2.8,3,2100,6495,7133,2515,2415,1950,2130,2130,910,7035,2606
N7A,Goderich,Ontario,ON,43.7501,-81.7165,525,10995,0,15,0.8,2.2,2.7,3500,9545,11662,5121,2890,3125,3530,3525,2620,11430,6271
N7G,Strathroy,Ontario,ON,42.9551,-81.6223,720,16470,5,195,1.1,2.6,3,5030,15185,18041,6778,5645,4410,5130,5130,2840,17360,6965
N7L,Chatham Northwest,Ontario,ON,42.4209,-82.1993,1895,22550,35,110,1,2.3,2.8,6965,19815,24821,10680,6970,5770,7075,7075,4285,24215,11120
N7M,Chatham Southeast,Ontario,ON,42.413,-82.1893,1720,23085,10,100,1,2.4,2.8,7270,20915,25541,10543,7660,5885,7370,7370,3840,24875,11227
N7S,Sarnia Central,Ontario,ON,42.9888,-82.3592,2040,25560,35,125,1.1,2.5,2.9,8120,23815,28226,10913,8710,6860,8240,8240,4235,27475,11180
N7T,Sarnia Southwest,Ontario,ON,42.9519,-82.3314,1655,24580,10,70,0.9,2,2.7,7045,19190,26602,12839,6610,5410,7170,7170,4535,26075,13917
N7V,Sarnia Northwest,Ontario,ON,42.9998,-82.3926,950,10995,5,15,0.8,2.2,2.7,3650,9790,11996,5536,2980,3125,3685,3680,2930,11955,5728
N7W,Sarnia Southeast,Ontario,ON,42.9644,-82.3259,160,1775,5,0,0.4,2,2.4,665,1590,1948,979,275,640,675,675,835,1930,1002
N7X,Sarnia Northeast,Ontario,ON,43.0214,-82.3212,125,1015,0,5,0.9,2.6,2.8,365,1035,1141,444,325,340,365,365,250,1140,463
N8A,Wallaceburg,Ontario,ON,42.593,-82.3885,465,11830,5,25,1,2.3,2.8,3640,10220,12482,5369,3530,3005,3690,3690,2120,12250,5718
N8H,Leamington,Ontario,ON,42.0549,-82.6062,1590,22955,25,1585,1.2,2.7,3.1,6855,21655,26680,9302,8685,5925,7055,7050,3960,24830,10017
N8M,Essex,Ontario,ON,42.1751,-82.8248,680,9980,0,5,1.1,2.5,3,3100,9280,10870,4290,3440,2695,3150,3150,1585,10665,4411
N8N,Tecumseh Outskirts,Ontario,ON,42.2946,-82.8667,3025,21020,30,120,1.2,2.7,3,7125,21920,24541,8984,8430,6230,7260,7260,3415,24200,9156
N8P,Windsor (East Riverside),Ontario,ON,42.3276,-82.9104,1030,9435,25,155,1.1,2.6,3,3090,9425,10784,4049,3455,2785,3180,3185,1600,10635,4094
N8R,Windsor (East Forest Glade),Ontario,ON,42.3067,-82.915,955,10905,10,215,1.2,2.9,3,3485,11030,12134,4158,4400,3000,3630,3625,1490,12080,4272
N8S,Windsor (Riverside),Ontario,ON,42.3283,-82.9472,1885,19805,25,135,0.9,2.1,2.7,6205,17235,21863,10190,5980,4955,6305,6305,4245,21830,10705
N8T,Windsor (West Forest Glade / East Fontainbleu),Ontario,ON,42.3037,-82.9459,1555,15355,50,360,1.2,2.3,2.8,4915,14245,17435,7471,5780,3445,5020,5015,2810,17305,7884
N8V,Tecumseh (YQG),Ontario,ON,42.2773,-82.9447,,,,,,,,,,0,1,,,,,,,1
N8W,Windsor (South Walkerville / West Fontainbleu / Walker Farm / Devonshire),Ontario,ON,42.2836,-82.9771,1880,21605,35,305,1.2,2.5,2.9,6725,20240,23969,9537,7940,5410,6895,6890,3095,23810,9848
N8X,Windsor South Central (West Walkerville / Remington Park),Ontario,ON,42.2926,-83.0186,1210,13655,15,285,1.1,2.2,2.8,3955,11405,15306,6912,4545,2825,4035,4040,2055,15050,7799
N8Y,Windsor East (East Walkerville),Ontario,ON,42.3176,-82.9929,1645,16660,30,150,1.1,2.1,2.7,4870,13680,18581,8697,5225,3485,4970,4970,2965,18230,9669
N9A,Windsor (City Centre / NW Walkerville),Ontario,ON,42.2398,-83.0088,2010,20125,60,1200,1.2,2,2.8,5340,15620,24110,11734,6395,3740,5480,5480,3610,23250,14301
N9B,Windsor (University / South Cameron),Ontario,ON,42.2949,-83.052,1230,14625,20,450,1.3,2.4,3,3875,12240,16331,6640,5200,3000,4040,4040,1905,16260,7926
N9C,Windsor (Sandwich / Ojibway / West Malden),Ontario,ON,42.2767,-83.0793,710,10115,15,175,1.2,2.3,2.9,2670,7925,11119,4868,3335,1860,2735,2730,1370,10980,6147
N9E,Windsor South (East Malden),Ontario,ON,42.2652,-83.0314,1780,18320,10,350,1.2,2.7,3.1,5815,18295,20501,7467,7190,5110,5995,5995,3670,20450,7607
N9G,Windsor (Roseland),Ontario,ON,42.2481,-82.9952,1600,16645,15,375,1.3,3,3.2,5070,16925,19008,6204,7000,4660,5260,5265,2640,18510,6330
N9H,La Salle East,Ontario,ON,42.2318,-83.0281,835,8330,15,65,1.3,2.8,3.1,2595,8335,9352,3217,3375,2315,2650,2650,1335,9130,3329
N9J,La Salle West,Ontario,ON,42.2187,-83.0801,2255,16195,5,75,1.2,2.9,3.1,5405,17175,18544,6433,6865,4805,5500,5500,1930,18525,6525
N9K,Tecumseh Central,Ontario,ON,42.2978,-82.8701,230,2095,5,35,1.4,3.3,3.4,655,2270,2360,714,960,625,680,675,220,2360,719
N9V,Amherstburg,Ontario,ON,42.1168,-83.0498,2005,17610,5,65,1.1,2.6,3,5805,17490,19852,7513,6505,5070,5915,5915,2760,19580,7897
N9Y,Kingsville,Ontario,ON,42.0502,-82.7598,885,12975,5,420,1,2.5,2.9,4100,11900,14487,5440,4100,3635,4165,4165,2285,13505,5859
P0A,Nipissing Central (Burk's Falls),Ontario,ON,45.5881,-79.3546,680,15315,5,5,0.7,2.2,2.6,5005,13255,16045,7082,3655,4495,5100,5100,3800,15855,14496
P0B,Nipissing South (Utterson),Ontario,ON,45.1863,-79.4115,510,8320,0,0,0.8,2.5,2.7,2745,7730,8841,3560,2375,2535,2820,2820,1650,8765,9049
P0C,Parry Sound Mid-Shore (Bala),Ontario,ON,45.1275,-79.786,135,3475,0,0,0.7,2.3,2.6,1100,2985,3614,1568,845,1005,1130,1135,865,3535,6470
P0E,Parry Sound South Shore (Kilworthy),Ontario,ON,44.8608,-79.5069,115,2795,0,0,0.8,2.4,2.7,895,2455,2926,1204,730,815,915,915,540,2875,3265
P0G,Parry Sound North Shore (Nobel),Ontario,ON,45.6718,-80.3688,165,3285,0,5,0.7,2.3,2.6,1065,2835,3452,1492,795,955,1090,1085,825,3395,4689
P0H,Nipissing North (Callander),Ontario,ON,46.3109,-79.3617,9710,19980,440,25,0.8,2.4,2.7,9410,26155,30624,12355,8000,8565,9590,9590,5185,30040,16366
P0J,Timiskaming South (Temiskaming Shores),Ontario,ON,47.5776,-80.2036,7210,13340,520,25,0.9,2.3,2.8,6310,17780,21401,8966,5845,5530,6405,6405,3775,21030,10032
P0K,Timiskaming North (Iroquois Falls A),Ontario,ON,48.5234,-80.3081,4825,5770,305,10,0.8,2.2,2.6,3440,9220,10986,4870,2675,3065,3485,3480,2065,10890,5868
P0L,Cochrane Region (Hearst),Ontario,ON,51.97,-83.5369,10765,10450,2475,80,1.1,2.6,2.9,6695,20475,23952,9225,7655,5810,7010,7010,3200,23725,11071
P0M,"Algoma, Sudbury District and Greater Sudbury (Chelmsford)",Ontario,ON,47.6526,-82.4753,21255,26375,740,40,0.9,2.4,2.8,14945,41950,48496,19873,13485,13235,15230,15230,7400,48230,23746
P0N,Timmins Region (South Porcupine),Ontario,ON,48.6027,-81.0115,3490,6195,90,20,1,2.5,2.8,2925,8445,9941,3912,2970,2510,2965,2965,1060,9685,4281
P0P,Manitoulin (Little Current),Ontario,ON,46.0045,-82.169,1455,17305,20,20,0.9,2.3,2.7,5600,15775,19024,7985,5390,4640,5745,5745,3355,18725,12324
P0R,Algoma Southwest (Blind River),Ontario,ON,46.5984,-83.0385,1795,10070,45,55,0.8,2.3,2.7,3755,10115,12136,5255,2965,3340,3815,3815,2530,11910,8215
P0S,Lake Superior East Shore (Wawa),Ontario,ON,48.1716,-84.1012,1755,7600,245,5,0.9,2.4,2.7,2995,8285,9628,4054,2590,2655,3035,3040,1515,9570,6647
P0T,Lake Superior North Shore (Marathon),Ontario,ON,49.2924,-88.756,3730,26390,180,40,0.9,2.4,2.8,9105,25775,30471,12796,8530,7980,9255,9260,4470,30265,17588
P0V,Northwestern Ontario (Red Lake),Ontario,ON,52.9648,-90.1505,605,15465,10,235,1.3,2.9,3.1,4150,13885,16347,5531,5940,3480,4460,4460,1410,16115,6990
P0W,Rainy River Region (Emo),Ontario,ON,48.875,-93.7522,205,6635,0,5,1.2,2.6,3,1915,5935,6879,2601,2295,1680,1960,1965,1055,6830,4305
P0X,Kenora Region (Keewatin),Ontario,ON,50.9293,-93.3095,335,8110,0,15,1.1,2.6,2.9,2390,7175,8474,3205,2660,1995,2515,2510,1110,8380,7441
P0Y,Lake of the Woods East Shore (Ingolf),Ontario,ON,49.7603,-95.1003,5,60,0,0,0.2,1.7,2.2,25,55,63,32,5,25,25,25,25,65,214
P1A,North Bay South,Ontario,ON,46.2801,-79.4502,4290,12680,50,30,1,2.4,2.8,5040,14155,17247,7215,5020,4015,5120,5120,2760,16995,7503
P1B,North Bay Central,Ontario,ON,46.3364,-79.583,8775,24535,135,45,0.9,2.2,2.7,9240,25140,34094,15422,8085,7650,9400,9405,5760,33195,16648
P1C,North Bay North,Ontario,ON,46.3397,-79.4223,710,2260,10,0,1.3,3.1,3.2,875,2850,2988,958,1145,820,885,885,285,2975,975
P1H,Huntsville,Ontario,ON,45.3334,-79.2163,1015,14695,5,10,0.9,2.4,2.7,4710,13130,15960,6483,4210,4125,4795,4795,3145,15470,9242
P1L,Bracebridge,Ontario,ON,45.0334,-79.3163,1075,14610,0,30,0.9,2.4,2.8,4715,13365,16082,6525,4370,4165,4830,4830,3085,15685,8995
P1P,Gravenhurst,Ontario,ON,44.9168,-79.3663,400,8430,0,5,0.8,2.2,2.6,2670,7155,9865,3952,2135,2295,2725,2725,2130,8780,6541
P2A,Parry Sound,Ontario,ON,45.3501,-80.033,645,11815,5,10,0.8,2.3,2.7,3650,10055,12602,5441,3160,3165,3735,3735,2625,12340,8961
P2B,Sturgeon Falls,Ontario,ON,46.3668,-79.9164,6315,2525,420,5,0.9,2.3,2.7,2730,7580,9446,4064,2515,2300,2770,2775,1770,9200,4360
P2N,Kirkland Lake,Ontario,ON,48.1446,-80.0377,1955,5160,85,5,0.9,2.1,2.7,2030,5570,7424,3455,1890,1630,2055,2050,1290,7195,3903
P3A,Greater Sudbury (New Sudbury),Ontario,ON,46.5187,-80.934,9475,14025,205,60,0.9,2.4,2.8,7125,19920,24602,10091,6845,5835,7230,7230,4325,23760,10506
P3B,Greater Sudbury (Downtown / Minnow Lake),Ontario,ON,46.4847,-80.9304,5835,8895,120,15,1,2.1,2.7,4075,11270,14928,6945,3990,3150,4135,4135,2015,14760,7574
P3C,Greater Sudbury (Gatchell / West End / Little Britain),Ontario,ON,46.5133,-81.0225,5350,11030,120,95,0.9,1.9,2.6,4185,10875,16657,8772,3605,3035,4230,4230,2715,16530,9755
P3E,Greater Sudbury (Robinson / Lockerby),Ontario,ON,46.2676,-80.9063,7235,18960,175,120,0.9,2.1,2.8,7320,20440,26887,12166,6810,6220,7410,7405,4860,26145,13142
P3G,Greater Sudbury (Lo-Ellen / McFarlane Lake),Ontario,ON,46.4031,-80.9745,1110,2660,5,5,1,2.6,2.9,1180,3440,3783,1436,1155,1085,1200,1200,530,3770,1593
P3L,Greater Sudbury (Garson),Ontario,ON,46.5942,-80.85,2820,5115,60,5,1.1,2.7,2.9,2405,7160,8012,3015,2590,2105,2465,2465,835,8000,3142
P3N,Greater Sudbury (Val Caron),Ontario,ON,46.5845,-81.0029,4320,3400,170,5,1,2.7,2.9,2380,7055,8022,2963,2495,2125,2435,2435,1020,7880,3202
P3P,Greater Sudbury (Hanmer),Ontario,ON,46.7259,-81.0166,8555,6330,305,5,1.1,2.8,3,4565,13880,15210,5498,5115,4090,4675,4675,1585,15185,5715
P3Y,Greater Sudbury (Lively),Ontario,ON,46.4431,-81.127,1355,6125,15,5,1,2.6,2.9,2245,6595,7502,2832,2290,2020,2280,2280,975,7315,2927
P4N,Timmins Southeast,Ontario,ON,48.4669,-81.3331,14445,11595,725,35,0.9,2.3,2.8,7695,21710,27098,11756,7370,6515,7830,7830,4045,26670,12367
P4P,Timmins North,Ontario,ON,48.4985,-81.3448,1680,1335,75,0,1.2,2.7,3,920,2800,3108,1136,1125,745,930,930,145,3085,1143
P4R,Timmins West,Ontario,ON,48.4702,-81.3997,2140,985,160,15,1.2,2.9,3.1,995,3095,3320,1145,1180,905,1010,1010,255,3295,1181
P5A,Elliot Lake,Ontario,ON,46.3834,-82.6332,2675,8360,140,10,0.6,2,2.5,3465,8605,11348,5680,2160,2950,3490,3490,3835,11170,6245
P5E,Espanola,Ontario,ON,46.2584,-81.7665,1170,4330,15,5,0.9,2.3,2.7,1670,4625,5600,2344,1495,1435,1695,1695,930,5460,2514
P5N,Kapuskasing,Ontario,ON,49.4169,-82.4331,5915,1620,660,0,0.8,2.2,2.7,2475,6710,8350,3805,2030,2190,2495,2490,1505,8190,4118
P6A,Sault Ste. Marie East,Ontario,ON,46.5168,-84.3333,3475,31350,25,55,0.9,2.3,2.8,10150,28675,35692,15145,9730,8620,10325,10320,5940,34660,16439
P6B,Sault Ste. Marie Central,Ontario,ON,46.5307,-84.3046,2250,20570,15,95,0.9,2.2,2.7,6715,18375,23271,10470,6195,5370,6810,6810,4770,22820,10750
P6C,Sault Ste. Marie North,Ontario,ON,46.5353,-84.3732,1425,18210,10,185,1,2.4,2.8,5880,16610,19839,8376,5860,4760,5985,5985,3405,19805,8656
P7A,Thunder Bay Northeast,Ontario,ON,48.4601,-89.2035,2230,23765,35,110,1,2.2,2.7,7295,20375,26689,11892,7190,5755,7435,7430,4590,25915,12466
P7B,Thunder Bay North Central,Ontario,ON,48.9475,-89.4063,2395,24055,45,195,0.9,2.2,2.8,7345,20645,27018,11976,7045,6140,7465,7465,4515,26370,14513
P7C,Thunder Bay Central,Ontario,ON,48.352,-89.4649,1435,22890,20,155,1,2.3,2.8,6930,19865,24806,10534,7200,5610,7055,7060,3820,24460,11107
P7E,Thunder Bay South Central,Ontario,ON,48.3684,-89.284,1240,19705,20,70,0.9,2.1,2.7,5850,16020,21469,9895,5455,4610,5950,5950,3790,20815,10308
P7G,Thunder Bay North,Ontario,ON,48.4001,-89.3168,730,8505,15,25,1.1,2.8,3,2760,8570,9292,3287,3190,2570,2810,2810,1140,9270,3360
P7J,Thunder Bay South,Ontario,ON,48.2834,-89.3668,285,3715,0,5,1.2,2.9,3.1,1170,3700,4007,1377,1470,1030,1200,1200,360,4005,1443
P7K,Thunder Bay West,Ontario,ON,48.3728,-89.3484,270,4025,5,0,0.9,2.6,2.9,1345,3935,4307,1626,1300,1260,1375,1375,710,4300,1641
P7L,Neebing,Ontario,ON,48.1668,-89.4168,120,1775,0,5,0.9,2.5,2.8,600,1705,1898,754,530,560,615,615,215,1895,1057
P8N,Dryden,Ontario,ON,49.7833,-92.7503,635,9805,5,20,0.9,2.4,2.8,3120,8800,10588,4411,2920,2710,3175,3170,1655,10390,4743
P8T,Sioux Lookout,Ontario,ON,50.0668,-91.9836,220,4450,0,25,1.2,2.6,2.9,1290,3920,4743,1784,1525,1065,1325,1325,415,4670,1941
P9A,Fort Frances,Ontario,ON,48.6187,-93.1363,405,9790,10,5,1,2.3,2.8,2925,8520,10371,4347,3105,2415,2995,2990,1610,10190,4750
P9N,Kenora,Ontario,ON,49.7573,-94.3427,945,13260,0,15,1,2.3,2.8,4030,11565,14505,6035,4130,3320,4110,4115,2260,14150,7247
R0A,Southeastern Manitoba (Lorette),Manitoba,MB,49.2911,-96.2985,7430,31055,180,600,1.4,3,3.3,10345,34785,39436,12834,14680,9565,10535,10535,3620,38450,14273
R0B,Northern Manitoba (Norway House),Manitoba,MB,56.2701,-96.9118,310,44555,5,465,2.1,4.2,3.7,8905,40515,45474,10652,22650,6960,10905,10905,2055,45270,12505
R0C,North Interlake (Stonewall),Manitoba,MB,51.4132,-97.8525,1930,48855,20,125,1.1,2.5,2.9,14180,42835,51773,19756,15925,12285,14625,14620,8120,50075,26833
R0E,Eastern Manitoba (Beausejour),Manitoba,MB,50.4751,-95.961,3495,38845,20,115,1,2.5,2.9,12475,36575,42836,16552,12550,11275,12755,12755,6690,41760,27833
R0G,South Central Manitoba (Altona),Manitoba,MB,49.4394,-98.0869,5270,36330,115,585,1.2,2.7,3.1,11300,35695,42736,14993,13820,10470,11410,11415,5695,40080,15705
R0H,South Interlake (MacGregor),Manitoba,MB,50.3458,-98.5152,865,14760,10,125,1.3,2.9,3.1,3540,11770,15801,4654,4930,3105,3740,3740,1560,13405,5153
R0J,Riding Mountain (Neepawa),Manitoba,MB,50.5842,-100.1345,875,25205,10,130,0.9,2.3,2.8,7335,20875,26677,10924,6845,6575,7460,7460,5115,25205,14226
R0K,Brandon Region (Killarney),Manitoba,MB,49.555,-99.7154,1010,25210,25,210,0.9,2.4,2.8,7290,20945,26828,10361,6880,6700,7360,7360,4245,24570,11888
R0L,Western Manitoba (Swan River),Manitoba,MB,52.0092,-100.2901,1150,26350,10,35,1.1,2.4,2.9,7645,23000,27986,11298,8745,6410,7845,7845,5015,27495,13352
R0M,Southwestern Manitoba (Virden),Manitoba,MB,49.711,-100.9263,855,18585,10,30,1,2.4,2.9,5520,16240,19792,7953,5630,4960,5650,5650,3490,19075,9141
R1A,Selkirk,Manitoba,MB,50.1436,-96.8845,1020,19365,5,30,1.1,2.6,2.9,5970,17830,20913,7840,6575,5120,6130,6130,2915,20300,8030
R1B,Lockport,Manitoba,MB,50.084,-96.9353,15,195,0,0,0.1,1.8,2.1,80,170,212,120,15,80,80,80,75,210,128
R1N,Portage la Prairie,Manitoba,MB,49.9728,-98.2926,890,14925,10,45,1.1,2.4,2.9,4335,12775,16453,6536,4810,3545,4425,4425,2480,15510,6969
R2C,Winnipeg (Transcona),Manitoba,MB,49.9247,-96.9563,2970,29630,25,145,1.1,2.6,2.9,9505,28645,32930,12477,10830,8085,9730,9735,3750,32720,12674
R2E,East St. Paul,Manitoba,MB,49.9791,-97.0128,615,8455,0,20,1.2,3,3.1,2710,8585,9090,3073,3240,2585,2765,2760,1135,9090,3137
R2G,Winnipeg (River East North),Manitoba,MB,49.9413,-97.0571,1915,30120,20,260,1,2.3,2.8,9060,26275,32622,14209,9325,7715,9230,9235,6590,32310,14569
R2H,Winnipeg (St. Boniface NW),Manitoba,MB,49.8846,-97.1186,6400,8500,230,70,0.9,1.9,2.7,3535,9795,15525,7415,3340,2875,3585,3580,2135,14365,7880
R2J,Winnipeg (St. Boniface NE),Manitoba,MB,49.8665,-97.0633,5720,19055,120,125,1,2.5,2.9,7310,21440,25072,9960,7730,6250,7465,7465,4070,24980,10141
R2K,Winnipeg (River East Central),Manitoba,MB,49.9203,-97.083,2170,29735,15,445,1.1,2.4,2.8,9060,26505,32838,13522,9825,7365,9315,9315,4790,32350,13760
R2L,Winnipeg (River East South),Manitoba,MB,49.9075,-97.0996,1095,13540,20,185,1.2,2.3,2.9,3845,11405,14921,6301,4670,2770,3965,3970,1385,14790,6531
